,Asset,Pipeline,AnomalyNum,Images,Description,DataSource,IMC_AnomalyCat,KP_StartAnomaly,DateLastMod,SourceFile
772,westsole,PL028,19880,"['19880-01', '19880-02']",Circumferential weightcoat loss,ROV,WCL,20.82241026662480,20190808 043658,westsole\anoms_19.dat
773,westsole,PL028,19881,"['19881-01', '19881-02']",Circumferential weightcoat loss,ROV,WCL,20.84107712548480,20190808 043740,westsole\anoms_19.dat
774,westsole,PL028,19882,"['19882-01', '19882-02']",Circumferential weightcoat loss,ROV,WCL,20.84609783998750,20190808 043751,westsole\anoms_19.dat
775,westsole,PL028,19883,"['19883-01', '19883-02']",Circumferential weightcoat loss,ROV,WCL,20.85347224102900,20190808 043808,westsole\anoms_19.dat
776,westsole,PL028,19884,"['19884-01', '19884-02']",Circumferential weightcoat loss,ROV,WCL,20.87079190888190,20190808 043850,westsole\anoms_19.dat
777,westsole,PL028,19885,"['19885-01', '19885-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.87474429894150,20190808 043859,westsole\anoms_19.dat
778,westsole,PL028,19886,"['19886-01', '19886-02']",Weightcoat loss on south side of pipeline,ROV,WCL,20.89049914012990,20190808 043934,westsole\anoms_19.dat
779,westsole,PL028,19887,"['19887-01', '19887-02']",Circumferential weightcoat loss,ROV,WCL,20.89620815655100,20190808 043947,westsole\anoms_19.dat
780,westsole,PL028,19888,"['19888-01', '19888-02']",Circumferential weightcoat loss,ROV,WCL,20.94018098447960,20190808 044133,westsole\anoms_19.dat
781,westsole,PL028,19889,"['19889-01', '19889-02']",Circumferential weightcoat loss,ROV,WCL,20.94784585102160,20190808 044154,westsole\anoms_19.dat
782,westsole,PL028,19890,"['19890-01', '19890-02']",Circumferential weightcoat loss,ROV,WCL,20.96496560050590,20190808 044238,westsole\anoms_19.dat
783,westsole,PL028,19891,"['19891-01', '19891-02']",Circumferential weightcoat loss,ROV,WCL,20.97271244826700,20190808 044257,westsole\anoms_19.dat
784,westsole,PL028,19892,"['19892-01', '19892-02']",Circumferential weightcoat loss,ROV,WCL,20.98799409483800,20190808 044333,westsole\anoms_19.dat
785,westsole,PL028,191285,"['191285-01', '191285-02']",No contact CP reading obtained 100% depleted,ROV,AW,20.99235642101700,20190808 044344,westsole\anoms_19.dat
786,westsole,PL028,19805,"['19805-01', '19805-02']",Start of pipeline exposure anomaly 19805,ROV,EXP,22.33459539829650,20190808 053743,westsole\anoms_19.dat
787,westsole,PL028,19893,"['19893-01', '19893-02']",Circumferential weightcoat loss,ROV,WCL,22.34479205563180,20190808 053808,westsole\anoms_19.dat
788,westsole,PL028,19894,"['19894-01', '19894-02']",Circumferential weightcoat loss,ROV,WCL,22.34854824367330,20190808 053817,westsole\anoms_19.dat
789,westsole,PL028,19806,"['19806-01', '19806-02']",Start of pipeline exposure anomaly 19806,ROV,EXP,23.16250938388730,20190808 060917,westsole\anoms_19.dat
790,westsole,PL028,19895,"['19895-01', '19895-02']",Weightcoat loss on top of pipe,ROV,WCL,23.17847691866340,20190808 060954,westsole\anoms_19.dat
791,westsole,PL028,19896,"['19896-01', '19896-02']",Weightcoat loss on top of pipe CP contact reading -973mV,ROV,WCL,23.18126143313010,20190808 063233,westsole\anoms_19.dat
792,westsole,PL028,19897,"['19897-01', '19897-02']",Weightcoat loss on top of pipe,ROV,WCL,23.19126351429150,20190808 061053,westsole\anoms_19.dat
793,westsole,PL028,19898,"['19898-01', '19898-02']",Longitudinal crack west side,ROV,DAM,23.19760251027720,20190808 061137,westsole\anoms_19.dat
794,westsole,PL028,19899,"['19899-01', '19899-02']",Circumferential weightcoat loss Contact CP -996mV,ROV,WCL,23.20146750217980,20190808 061912,westsole\anoms_19.dat
795,westsole,PL028,191332,"['191332-01', '191332-02']",Anode skid -1089mV anode bar -1092mV  0-25% depleted.  Disconnected,ROV,AW,23.20424169882880,20190808 062644,westsole\anoms_19.dat
796,westsole,PL028,19900,"['19900-01', '19900-02']",Wightcoat loss on top of pipe,ROV,WCL,23.20991849703020,20190808 062622,westsole\anoms_19.dat
797,westsole,PL028,19807,"['19807-01', '19807-02']",Start of pipeline exposure anomaly 19807,ROV,EXP,23.89903521203700,20190808 070210,westsole\anoms_19.dat
798,westsole,PL028,19901,"['19901-01', '19901-02']",Circumferential weightcoat loss,ROV,WCL,23.90636156964410,20190808 070226,westsole\anoms_19.dat
799,westsole,PL028,19902,"['19902-01', '19902-02']",Circumferential weightcoat loss,ROV,WCL,23.91281237890620,20190808 070240,westsole\anoms_19.dat
800,westsole,PL028,19903,"['19903-01', '19903-02']",Intermittent circumferential weightcoat loss,ROV,WCL,23.92194750221980,20190808 070302,westsole\anoms_19.dat
801,westsole,PL028,19904,"['19904-01', '19904-02']",Circumferential weightcoat loss,ROV,WCL,23.95957959385080,20190808 070933,westsole\anoms_19.dat
802,westsole,PL028,19808,"['19808-01', '19808-02']",Start of pipeline exposure anomaly 19808,ROV,EXP,23.98793706901970,20190808 071950,westsole\anoms_19.dat
803,westsole,PL028,19905,"['19905-01', '19905-02']",Weightcoat spalling rebars exposed,ROV,DAM,23.99989173624770,20190808 072028,westsole\anoms_19.dat
804,westsole,PL028,19906,"['19906-01', '19906-02']",Circumferential weightcoat loss,ROV,WCL,24.00910605944220,20190808 072059,westsole\anoms_19.dat
805,westsole,PL028,19907,"['19907-01', '19907-02']",Circumferential weightcoat loss,ROV,WCL,24.03129091209810,20190808 072217,westsole\anoms_19.dat
806,westsole,PL028,19908,"['19908-01', '19908-02']",Circumferential weightcoat loss,ROV,WCL,24.13457657329320,20190808 072707,westsole\anoms_19.dat
807,westsole,PL028,19809,"['19809-01', '19809-02']",Start of pipeline exposure anomaly 19809,ROV,EXP,24.19639000331210,20190808 072925,westsole\anoms_19.dat
808,westsole,PL028,19909,"['19909-01', '19909-02']",Circumferential weightcoat loss,ROV,WCL,24.52056873448880,20190808 074225,westsole\anoms_19.dat
809,westsole,PL028,19910,"['19910-01', '19910-02']",Weightcoat loss from 9 o/c to 11 o/c,ROV,WCL,24.53088805708510,20190808 074252,westsole\anoms_19.dat
810,westsole,PL028,19810,"['19810-01', '19810-02']",Start of pipeline exposure anomaly 19810,ROV,EXP,24.53539877979600,20190808 074303,westsole\anoms_19.dat
811,westsole,PL028,19911,"['19911-01', '19911-02']",Weightcoat loss from 7 o/c to 12 o/c,ROV,WCL,24.53943127923100,20190808 074317,westsole\anoms_19.dat
812,westsole,PL028,19912,"['19912-01', '19912-02']",Circumferential weightcoat loss,ROV,WCL,24.54176515956870,20190808 074326,westsole\anoms_19.dat
813,westsole,PL028,19913,"['19913-01', '19913-02']",Longitudinal spalling west side,ROV,DAM,24.54299153061730,20190808 074330,westsole\anoms_19.dat
814,westsole,PL028,19914,"['19914-01', '19914-02']",Circumferential weightcoat loss,ROV,WCL,24.54547176286890,20190808 074337,westsole\anoms_19.dat
815,westsole,PL028,19915,"['19915-01', '19915-02']",Circumferential weightcoat loss,ROV,WCL,24.54678481254340,20190808 074341,westsole\anoms_19.dat
816,westsole,PL028,19916,"['19916-01', '19916-02']",Weightcoat loss from 1 o/c to 8 o/c,ROV,WCL,24.54733236003800,20190808 074343,westsole\anoms_19.dat
817,westsole,PL028,19917,"['19917-01', '19917-02']",Circumferential weightcoat loss,ROV,WCL,24.55554784161480,20190808 074410,westsole\anoms_19.dat
818,westsole,PL028,19918,"['19918-01', '19918-02']",Weightcoat loss from 4 o/c to 12 o/c,ROV,WCL,24.55869780342400,20190808 074419,westsole\anoms_19.dat
819,westsole,PL028,19919,"['19919-01', '19919-02']",Weightcoat loss from 7 o/c to 11 o/c,ROV,WCL,24.56064334359000,20190808 074424,westsole\anoms_19.dat
820,westsole,PL028,19920,"['19920-01', '19920-02']",Longitudinal crack east side,ROV,DAM,24.56262642155660,20190808 074430,westsole\anoms_19.dat
821,westsole,PL028,19921,"['19921-01', '19921-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,24.56374658882360,20190808 074434,westsole\anoms_19.dat
822,westsole,PL028,19811,"['19811-01', '19811-02']",Start of pipeline exposure anomaly 19811,ROV,EXP,24.56960562565480,20190808 074449,westsole\anoms_19.dat
823,westsole,PL028,19922,"['19922-01', '19922-02']",Weightcoat loss from 7 o/c to 1 o/c,ROV,WCL,24.57229411231930,20190808 074501,westsole\anoms_19.dat
824,westsole,PL028,19923,"['19923-01', '19923-02']",Circumferential weightcoat loss,ROV,WCL,24.57562127430500,20190808 074513,westsole\anoms_19.dat
825,westsole,PL028,19924,"['19924-01', '19924-02']",Weightcoat loss from 9 o/c to 11 o/c,ROV,WCL,24.58899116590860,20190808 074549,westsole\anoms_19.dat
826,westsole,PL028,19925,"['19925-01', '19925-02']",Weightcoat loss from 9 o/c to 11 o/c,ROV,WCL,24.58989072952730,20190808 074551,westsole\anoms_19.dat
827,westsole,PL028,19926,"['19926-01', '19926-02']",Weightcoat loss from 9 o/c to 11 o/c,ROV,WCL,24.59073784489160,20190808 074553,westsole\anoms_19.dat
828,westsole,PL028,19927,"['19927-01', '19927-02']",Weightcoat loss from 7 o/c to 11 o/c,ROV,WCL,24.59103732711520,20190808 074554,westsole\anoms_19.dat
829,westsole,PL028,19928,"['19928-01', '19928-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,24.59170864689090,20190808 074557,westsole\anoms_19.dat
830,westsole,PL028,19929,"['19929-01', '19929-02']",Circumferential weightcoat loss,ROV,WCL,24.59459565763700,20190808 074606,westsole\anoms_19.dat
831,westsole,PL028,19930,"['19930-01', '19930-02']",Intermittent weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,24.60059618400730,20190808 074627,westsole\anoms_19.dat
832,westsole,PL028,19931,"['19931-01', '19931-02']",Circumferential weightcoat loss,ROV,WCL,24.60230659343330,20190808 074631,westsole\anoms_19.dat
833,westsole,PL028,19812,"['19812-01', '19812-02']",Start of pipeline exposure anomaly 19812,ROV,EXP,24.60762491225010,20190808 074647,westsole\anoms_19.dat
834,westsole,PL028,19932,"['19932-01', '19932-02']",Weightcoat loss from 10o/c to 12o/c,ROV,WCL,24.61154193765870,20190808 074659,westsole\anoms_19.dat
835,westsole,PL028,19933,"['19933-01', '19933-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,24.61361438502440,20190808 074704,westsole\anoms_19.dat
836,westsole,PL028,19934,"['19934-01', '19934-02']",Weightcoat loss from 11 o/c to 1 o/c,ROV,WCL,24.61405182201040,20190808 074706,westsole\anoms_19.dat
837,westsole,PL028,19935,"['19935-01', '19935-02']",Weightcoat loss from 12o/c to 5o/c,ROV,WCL,24.61667145914070,20190808 074716,westsole\anoms_19.dat
838,westsole,PL028,19936,"['19936-01', '19936-02']",Longitudinal spalling west side,ROV,DAM,24.62472084745120,20190808 074747,westsole\anoms_19.dat
839,westsole,PL028,19937,"['19937-01', '19937-02']",Weightcoat loss from 7 o/c to 12 o/c,ROV,WCL,24.62567507034230,20190808 074750,westsole\anoms_19.dat
840,westsole,PL028,19938,"['19938-01', '19938-02']",Weightcoat loss from 7 o/c to 11 o/c,ROV,WCL,24.62811331377050,20190808 074801,westsole\anoms_19.dat
841,westsole,PL028,19939,"['19939-01', '19939-02']",Longitudinal spalling west side,ROV,DAM,24.63064989410990,20190808 074810,westsole\anoms_19.dat
842,westsole,PL028,19940,"['19940-01', '19940-02']",Intermittent weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,24.63787341323150,20190808 074845,westsole\anoms_19.dat
843,westsole,PL028,19813,"['19813-01', '19813-02']",Start of pipeline exposure anomaly 19813,ROV,EXP,25.72133415679170,20190808 092635,westsole\anoms_19.dat
844,westsole,PL028,19941,"['19941-01', '19941-02']",Weightcoat loss from 8 o/c to 2 o/c,ROV,WCL,26.36359564762020,20190808 102432,westsole\anoms_19.dat
845,westsole,PL028,19942,"['19942-01', '19942-02']",Circumferential weightcoat loss,ROV,WCL,26.39924682618460,20190808 102627,westsole\anoms_19.dat
846,westsole,PL028,19943,"['19943-01', '19943-02']",Circumferential weightcoat loss,ROV,WCL,26.40506310679300,20190808 102646,westsole\anoms_19.dat
847,westsole,PL028,19944,"['19944-01', '19944-02']",Circumferential weightcoat loss,ROV,WCL,26.42088955928960,20190808 102737,westsole\anoms_19.dat
848,westsole,PL028,19945,"['19945-01', '19945-02']",Circumferential weightcoat loss,ROV,WCL,26.43256556341730,20190808 102815,westsole\anoms_19.dat
849,westsole,PL028,19946,"['19946-01', '19946-02']",Circumferential weightcoat loss,ROV,WCL,26.43777107655580,20190808 102830,westsole\anoms_19.dat
850,westsole,PL028,19947,"['19947-01', '19947-02']",Circumferential weightcoat loss,ROV,WCL,26.44696092020180,20190808 102859,westsole\anoms_19.dat
851,westsole,PL028,19948,"['19948-01', '19948-02']",Circumferential weightcoat loss,ROV,WCL,26.44911777596240,20190808 102906,westsole\anoms_19.dat
852,westsole,PL028,19949,"['19949-01', '19949-02']",Circumferential weightcoat loss,ROV,WCL,26.47177335032020,20190808 103019,westsole\anoms_19.dat
853,westsole,PL028,191297,"['191297-01', '191297-02']",Displaced mattress touching south side of pipeline,ROV,STB,26.49432917273030,20190808 103123,westsole\anoms_19.dat
854,westsole,PL028,19950,"['19950-01', '19950-02']",Circumferential weightcoat loss,ROV,WCL,26.49668431109010,20190808 103129,westsole\anoms_19.dat
855,westsole,PL028,19951,"['19951-01', '19951-02']",Circumferential weightcoat loss,ROV,WCL,26.50197472958970,20190808 103144,westsole\anoms_19.dat
856,westsole,PL028,19952,"['19952-01', '19952-02']",Circumferential weightcoat loss,ROV,WCL,26.50531625642450,20190808 103153,westsole\anoms_19.dat
857,westsole,PL028,19953,"['19953-01', '19953-02']",Circumferential weightcoat loss,ROV,WCL,26.51160252067900,20190808 103208,westsole\anoms_19.dat
858,westsole,PL028,19954,"['19954-01', '19954-02']",Longitudinal spalling west side,ROV,DAM,26.51494555499710,20190808 103216,westsole\anoms_19.dat
859,westsole,PL028,19955,"['19955-01', '19955-02']",Circumferential weightcoat loss,ROV,WCL,26.51747567916660,20190808 103223,westsole\anoms_19.dat
860,westsole,PL028,19956,"['19956-01', '19956-02']",Circumferential weightcoat loss,ROV,WCL,26.52368946887110,20190808 103238,westsole\anoms_19.dat
861,westsole,PL028,19957,"['19957-01', '19957-02']",Longitudinal spalling west side,ROV,DAM,26.52758844162710,20190808 103249,westsole\anoms_19.dat
862,westsole,PL028,19958,"['19958-01', '19958-02']",Circumferential weightcoat loss,ROV,WCL,26.52865819872660,20190808 103252,westsole\anoms_19.dat
863,westsole,PL028,19959,"['19959-01', '19959-02']",Circumferential weightcoat loss,ROV,WCL,26.53401174175140,20190808 103307,westsole\anoms_19.dat
864,westsole,PL028,19960,"['19960-01', '19960-02']",Circumferential weightcoat loss,ROV,WCL,26.54206315123510,20190808 103330,westsole\anoms_19.dat
865,westsole,PL028,19961,"['19961-01', '19961-02']",Circumferential weightcoat loss,ROV,WCL,26.55498550333160,20190808 103406,westsole\anoms_19.dat
866,westsole,PL028,19962,"['19962-01', '19962-02']",Circumferential weightcoat loss,ROV,WCL,26.56241680252550,20190808 103426,westsole\anoms_19.dat
867,westsole,PL028,19963,"['19963-01', '19963-02']",Circumferential weightcoat loss,ROV,WCL,26.57510938434330,20190808 103458,westsole\anoms_19.dat
868,westsole,PL028,19964,"['19964-01', '19964-02']",Circumferential weightcoat loss,ROV,WCL,26.59574110113120,20190808 103545,westsole\anoms_19.dat
869,westsole,PL028,19965,"['19965-01', '19965-02']",Circumferential weightcoat loss,ROV,WCL,26.60608013410790,20190808 103610,westsole\anoms_19.dat
870,westsole,PL028,19966,"['19966-01', '19966-02']",Circumferential weightcoat loss,ROV,WCL,26.60946159654990,20190808 103617,westsole\anoms_19.dat
871,westsole,PL028,19967,"['19967-01', '19967-02']",Circumferential weightcoat loss,ROV,WCL,26.61315017636950,20190808 103626,westsole\anoms_19.dat
872,westsole,PL028,19968,"['19968-01', '19968-02']",Circumferential weightcoat loss,ROV,WCL,26.61537089951630,20190808 103631,westsole\anoms_19.dat
873,westsole,PL028,19969,"['19969-01', '19969-02']",Circumferential weightcoat loss,ROV,WCL,26.61962713291510,20190808 103642,westsole\anoms_19.dat
874,westsole,PL028,19970,"['19970-01', '19970-02']",Circumferential weightcoat loss,ROV,WCL,26.62271401425400,20190808 103649,westsole\anoms_19.dat
875,westsole,PL028,19971,"['19971-01', '19971-02']",Circumferential weightcoat loss,ROV,WCL,26.62441211976110,20190808 103654,westsole\anoms_19.dat
876,westsole,PL028,19972,"['19972-01', '19972-02']",Circumferential weightcoat loss,ROV,WCL,26.63030021602140,20190808 103708,westsole\anoms_19.dat
877,westsole,PL028,19973,"['19973-01', '19973-02']",Circumferential weightcoat spalling,ROV,DAM,26.63948195879660,20190808 103732,westsole\anoms_19.dat
878,westsole,PL028,19974,"['19974-01', '19974-02']",Circumferential weightcoat loss,ROV,WCL,26.64407266573010,20190808 103742,westsole\anoms_19.dat
879,westsole,PL028,19975,"['19975-01', '19975-02']",Circumferential weightcoat loss,ROV,WCL,26.64678833667570,20190808 103749,westsole\anoms_19.dat
880,westsole,PL028,19976,"['19976-01', '19976-02']",Circumferential weightcoat loss,ROV,WCL,26.64797558724510,20190808 103752,westsole\anoms_19.dat
881,westsole,PL028,19977,"['19977-01', '19977-02']",Circumferential weightcoat loss,ROV,WCL,26.65424964892400,20190808 104334,westsole\anoms_19.dat
882,westsole,PL028,19978,"['19978-01', '19978-02']",Circumferential weightcoat loss,ROV,WCL,26.66466424355530,20190808 104409,westsole\anoms_19.dat
883,westsole,PL028,19979,"['19979-01', '19979-02']",Circumferential weightcoat loss,ROV,WCL,26.67273492757960,20190808 104432,westsole\anoms_19.dat
884,westsole,PL028,19980,"['19980-01', '19980-02']",Circumferential weightcoat loss,ROV,WCL,26.67639723524650,20190808 104440,westsole\anoms_19.dat
885,westsole,PL028,19981,"['19981-01', '19981-02']",Circumferential weightcoat loss,ROV,WCL,26.67953168358350,20190808 104447,westsole\anoms_19.dat
886,westsole,PL028,19982,"['19982-01', '19982-02']",Circumferential weightcoat loss,ROV,WCL,26.68551912857390,20190808 104459,westsole\anoms_19.dat
887,westsole,PL028,19983,"['19983-01', '19983-02']",Circumferential weightcoat loss,ROV,WCL,26.69234838787290,20190808 104513,westsole\anoms_19.dat
888,westsole,PL028,19984,"['19984-01', '19984-02']",Longitudinal spalling west side,ROV,DAM,26.69840067496320,20190808 104532,westsole\anoms_19.dat
889,westsole,PL028,19985,"['19985-01', '19985-02']",Circumferential weightcoat loss,ROV,WCL,26.70376199619680,20190808 104548,westsole\anoms_19.dat
890,westsole,PL028,19986,"['19986-01', '19986-02']",Circumferential weightcoat loss,ROV,WCL,26.70863096796210,20190808 104601,westsole\anoms_19.dat
891,westsole,PL028,19987,"['19987-01', '19987-02']",Circumferential weightcoat loss,ROV,WCL,26.71246071705970,20190808 104611,westsole\anoms_19.dat
